metric,severity_control,responder_count,n_pairs,mean_greedy_minus_global,bootstrap_ci_low,bootstrap_ci_high,permutation_p_value,holm_adjusted_p_value,effect_size_dz,global_win_rate_pct,tie_rate_pct
mean_response_s,0.15,10,100,164.0804975585184,137.9530093734344,192.42899040266707,0.0001999600079984003,0.01279744051189762,1.160731858978941,95.0,3.0
mean_response_s,0.15,12,100,96.10199789841799,71.81762643953897,127.37933675056225,0.0001999600079984003,0.01279744051189762,0.6704638902615132,91.0,7.000000000000001
mean_response_s,0.15,14,100,60.03600038062174,43.450768917299584,82.36493978665149,0.0001999600079984003,0.01279744051189762,0.6006592551669189,86.0,12.0
mean_response_s,0.15,16,100,44.36415418055172,34.26591578822036,55.078410714879084,0.0001999600079984003,0.01279744051189762,0.8312220613979692,81.0,18.0
mean_response_s,0.15,20,100,30.99947915882107,22.928958993359924,40.276160956326635,0.0001999600079984003,0.01279744051189762,0.7059161971175839,77.0,22.0
mean_response_s,0.15,24,100,24.133373697707285,17.299073240757707,31.789864568794805,0.0001999600079984003,0.01279744051189762,0.6421899215101797,74.0,26.0
mean_response_s,0.15,32,100,13.937298482351821,9.88647405196052,18.584226184941613,0.0001999600079984003,0.01279744051189762,0.6212878037801791,64.0,35.0
mean_response_s,0.16,8,100,261.38669692468613,216.3184276461758,309.61909680722687,0.0001999600079984003,0.01279744051189762,1.0838841006652415,97.0,1.0
mean_response_s,0.16,10,100,159.97441468055482,126.90533479220193,196.73945853080534,0.0001999600079984003,0.01279744051189762,0.8985795449432339,93.0,5.0
mean_response_s,0.16,12,100,78.40311563269569,59.15671418180678,99.4410004467113,0.0001999600079984003,0.01279744051189762,0.754861789107885,90.0,8.0
mean_response_s,0.16,14,100,52.5855017325,40.09068515101947,65.36658665945349,0.0001999600079984003,0.01279744051189762,0.8030149208527156,84.0,14.000000000000002
mean_response_s,0.16,16,100,37.91184405196137,27.87203668989185,48.924146083844946,0.0001999600079984003,0.01279744051189762,0.7078523805971315,75.0,21.0
mean_response_s,0.16,20,100,25.0363458396015,17.671508972294856,33.39427974592486,0.0001999600079984003,0.01279744051189762,0.6158691124633016,69.0,30.0
mean_response_s,0.16,24,100,19.28869305341458,13.365552971998127,25.906361217010573,0.0001999600079984003,0.01279744051189762,0.612042890800752,63.0,36.0
mean_response_s,0.16,32,100,11.506596230377262,8.11328402898831,15.108363516329822,0.0001999600079984003,0.01279744051189762,0.6359017331148765,61.0,37.0
mean_response_s,0.18,8,100,225.36663515266108,186.06664215278698,266.6064068003912,0.0001999600079984003,0.01279744051189762,1.0779976628765995,93.0,5.0
mean_response_s,0.18,10,100,129.26207259142322,98.72807890024175,159.53007014050888,0.0001999600079984003,0.01279744051189762,0.8232517848961239,92.0,5.0
mean_response_s,0.18,12,100,81.52981577518322,62.03959636174196,102.34584620443779,0.0001999600079984003,0.01279744051189762,0.7886138711993472,87.0,11.0
mean_response_s,0.18,14,100,61.159138241763344,45.49966519129953,77.48579717421659,0.0001999600079984003,0.01279744051189762,0.7617174289304159,84.0,13.0
mean_response_s,0.18,16,100,44.97743923562153,33.11124755827336,59.13136981132736,0.0001999600079984003,0.01279744051189762,0.6741191577885245,79.0,18.0
mean_response_s,0.18,20,100,26.5378895577977,18.68130525606737,35.71982525669986,0.0001999600079984003,0.01279744051189762,0.6037301338806417,68.0,30.0
mean_response_s,0.18,24,100,20.350070388270925,13.467320315956213,28.2932753001753,0.0001999600079984003,0.01279744051189762,0.5194437228502171,61.0,36.0
mean_response_s,0.18,32,100,9.561923587952124,6.647754418393043,12.84116211074755,0.0001999600079984003,0.01279744051189762,0.5928039800732047,54.0,45.0
mean_response_s,0.2,8,100,214.20030395546493,170.67641686801218,261.85758320129753,0.0001999600079984003,0.01279744051189762,0.915339380042145,87.0,11.0
mean_response_s,0.2,10,100,129.22272498957318,100.53871658157581,161.05527315594247,0.0001999600079984003,0.01279744051189762,0.8197163295050793,83.0,13.0
mean_response_s,0.2,12,100,89.78325963601925,67.18760554712331,114.95547580021393,0.0001999600079984003,0.01279744051189762,0.743390422079031,78.0,18.0
mean_response_s,0.2,14,100,57.21593628448818,40.02247660995337,75.77414042514178,0.0001999600079984003,0.01279744051189762,0.6220487547133715,78.0,18.0
mean_response_s,0.2,16,100,44.44276874242912,30.15793565451978,59.09262546299943,0.0001999600079984003,0.01279744051189762,0.5884594312310066,73.0,23.0
mean_response_s,0.2,20,100,29.71293710901977,20.32546711635472,40.45473461723407,0.0001999600079984003,0.01279744051189762,0.5564876595205925,67.0,33.0
mean_response_s,0.2,24,100,24.322157570717565,16.13335163142877,33.761270405688016,0.0001999600079984003,0.01279744051189762,0.5383964936609343,59.0,40.0
mean_response_s,0.2,32,100,10.731933652613154,7.181368377613907,14.750737649317038,0.0001999600079984003,0.01279744051189762,0.555975543879559,54.0,44.0
median_response_s,0.1,8,100,190.26650882371746,146.46977809502633,237.26472434568112,0.0001999600079984003,0.01279744051189762,0.8162401705119104,85.0,5.0
median_response_s,0.1,10,100,86.40906648888547,53.93617555957915,120.29223941313833,0.0001999600079984003,0.01279744051189762,0.499780100166737,68.0,10.0
