severity_control,responder_count,realization,seed,algorithm,failed_directed_edges,incident_count,incidents,assigned,unreachable,reachability_pct,mean_response_s,median_response_s,p90_response_s,total_response_s,weighted_unmet_demand
0.1,20,7,5057,global_min_cost,1145,10,10,9,1,90.0,305.54342847716714,140.93756243685363,840.3752229827248,2749.8908562945044,3
0.1,24,7,5057,greedy,1145,10,10,9,1,90.0,323.69691926151546,215.9806980003637,801.343897767797,2913.2722733536393,3
0.1,24,7,5057,global_min_cost,1145,10,10,9,1,90.0,296.70397738484394,157.56981114371268,840.3752229827248,2670.3357964635957,3
0.1,32,7,5057,greedy,1145,10,10,9,1,90.0,299.73029781849357,180.95282306312228,801.343897767797,2697.572680366442,3
0.1,32,7,5057,global_min_cost,1145,10,10,9,1,90.0,287.17201018200706,166.73512013767052,806.4463864674818,2584.5480916380634,3
0.1,8,8,5058,greedy,1130,10,10,7,3,70.0,889.0950381340599,603.8582773056859,1526.803155794717,6223.66526693842,7
0.1,8,8,5058,global_min_cost,1130,10,10,7,3,70.0,799.008997059716,603.8582773056859,1389.1027444345257,5593.062979418011,7
0.1,10,8,5058,greedy,1130,10,10,7,3,70.0,491.95794836066074,436.3631902977251,772.8876534880766,3443.705638524625,7
0.1,10,8,5058,global_min_cost,1130,10,10,7,3,70.0,451.5037958525124,436.3631902977251,787.4242394011279,3160.5265709675873,7
0.1,12,8,5058,greedy,1130,10,10,7,3,70.0,396.5058409182307,409.7727533222228,596.0108783467355,2775.540886427615,7
0.1,12,8,5058,global_min_cost,1130,10,10,7,3,70.0,358.96745612610806,436.3631902977251,515.8757194678508,2512.772192882757,7
0.1,14,8,5058,greedy,1130,10,10,7,3,70.0,386.0436177113419,409.7727533222228,554.6853405307858,2702.3053239793926,7
0.1,14,8,5058,global_min_cost,1130,10,10,7,3,70.0,342.1960376293886,360.97331143943615,546.248566200759,2395.3722634057203,7
0.1,16,8,5058,greedy,1130,10,10,7,3,70.0,386.0436177113419,409.7727533222228,554.6853405307858,2702.3053239793926,7
0.1,16,8,5058,global_min_cost,1130,10,10,7,3,70.0,342.1960376293886,360.97331143943615,483.55780251473226,2395.3722634057203,7
0.1,20,8,5058,greedy,1130,10,10,7,3,70.0,386.0436177113419,409.7727533222228,554.6853405307858,2702.3053239793926,7
0.1,20,8,5058,global_min_cost,1130,10,10,7,3,70.0,337.8178769862851,362.6689669964642,487.6348851362438,2364.7251389039957,7
0.1,24,8,5058,greedy,1130,10,10,7,3,70.0,289.03833504867373,284.0121209880097,381.51048152676765,2023.268345340716,7
0.1,24,8,5058,global_min_cost,1130,10,10,7,3,70.0,289.03833504867373,272.71476974055787,415.2880261994557,2023.268345340716,7
0.1,32,8,5058,greedy,1130,10,10,7,3,70.0,223.5920147291165,236.245727395786,287.5435314439469,1565.1441031038155,7
0.1,32,8,5058,global_min_cost,1130,10,10,7,3,70.0,221.33976928118142,207.00157047132114,328.320992117065,1549.37838496827,7
0.1,8,9,5059,greedy,1129,10,10,8,2,80.0,2113.8592556411445,1006.8077032934111,5025.931791179809,16910.874045129156,8
0.1,8,9,5059,global_min_cost,1129,10,10,8,2,80.0,914.8454793630716,667.3910209982783,1668.9899855627518,7318.763834904573,9
0.1,10,9,5059,greedy,1129,10,10,9,1,90.0,1993.9305973851622,1022.0758374362765,4957.677932201938,17945.375376466458,4
0.1,10,9,5059,global_min_cost,1129,10,10,9,1,90.0,1383.4377273591654,769.3670685336801,3456.099050049374,12450.939546232488,4
0.1,12,9,5059,greedy,1129,10,10,9,1,90.0,1949.111573593414,1022.0758374362765,4894.135838033628,17542.00416234073,4
0.1,12,9,5059,global_min_cost,1129,10,10,9,1,90.0,1350.383958005292,698.1050773294817,3456.099050049374,12153.455622047628,4
0.1,14,9,5059,greedy,1129,10,10,9,1,90.0,1297.3038966409931,576.7584732587173,3751.4677319030966,11675.73506976894,4
0.1,14,9,5059,global_min_cost,1129,10,10,9,1,90.0,1261.553538617497,680.47656703635,3418.958476373461,11353.98184755747,4
0.1,16,9,5059,greedy,1129,10,10,9,1,90.0,493.4128918481818,523.8176325681936,716.807608594873,4440.716026633636,4
0.1,16,9,5059,global_min_cost,1129,10,10,9,1,90.0,475.1028072528239,546.0682976909519,712.3574755703214,4275.925265275415,4
0.1,20,9,5059,greedy,1129,10,10,9,1,90.0,455.9819254549119,420.2637245687025,712.3574755703214,4103.837329094207,4
0.1,20,9,5059,global_min_cost,1129,10,10,9,1,90.0,437.671840859554,483.48129765508014,608.168245870893,3939.0465677359857,4
0.1,24,9,5059,greedy,1129,10,10,9,1,90.0,381.80972712316856,396.82553616842404,615.2801923137099,3436.287544108517,4
0.1,24,9,5059,global_min_cost,1129,10,10,9,1,90.0,381.80972712316856,420.2637245687025,578.543586208223,3436.287544108517,4
0.1,32,9,5059,greedy,1129,10,10,10,0,100.0,348.8757799203706,368.48006910459173,558.265430016997,3488.757799203706,0
0.1,32,9,5059,global_min_cost,1129,10,10,10,0,100.0,348.8757799203706,368.48006910459173,558.265430016997,3488.757799203706,0
0.1,8,10,5060,greedy,1137,10,10,7,3,70.0,725.3390269477541,320.33122878677375,1708.8610233352756,5077.3731886342775,9
0.1,8,10,5060,global_min_cost,1137,10,10,7,3,70.0,508.21105113092574,310.77676025614613,1106.0529165812086,3557.47735791648,11
0.1,10,10,5060,greedy,1137,10,10,9,1,90.0,688.6313128042816,449.68955157575124,1309.772834185418,6197.681815238535,2
0.1,10,10,5060,global_min_cost,1137,10,10,9,1,90.0,563.3214460595564,638.5261662333602,965.6352439811333,5069.893014536007,5
0.1,12,10,5060,greedy,1137,10,10,10,0,100.0,756.9568793743914,385.0103901812625,1595.255743497688,7569.568793743914,0
0.1,12,10,5060,global_min_cost,1137,10,10,10,0,100.0,530.1662390380983,385.0103901812625,930.6321131081285,5301.662390380982,0
0.1,14,10,5060,greedy,1137,10,10,10,0,100.0,504.02977624318726,385.0103901812625,953.8851124197154,5040.297762431872,0
0.1,14,10,5060,global_min_cost,1137,10,10,10,0,100.0,503.1335334131798,479.42869751006697,868.393702056177,5031.335334131798,0
0.1,16,10,5060,greedy,1137,10,10,10,0,100.0,504.02977624318726,385.0103901812625,953.8851124197154,5040.297762431872,0
0.1,16,10,5060,global_min_cost,1137,10,10,10,0,100.0,495.740781137302,470.5459351086723,953.8851124197154,4957.40781137302,0
0.1,20,10,5060,greedy,1137,10,10,10,0,100.0,446.81597516278623,374.3438964699327,833.0427118470823,4468.159751627862,0
0.1,20,10,5060,global_min_cost,1137,10,10,10,0,100.0,445.9197323327787,374.3438964699327,833.0427118470823,4459.197323327787,0
0.1,24,10,5060,greedy,1137,10,10,10,0,100.0,446.81597516278623,374.3438964699327,833.0427118470823,4468.159751627862,0
0.1,24,10,5060,global_min_cost,1137,10,10,10,0,100.0,445.9197323327787,374.3438964699327,715.3473720264054,4459.197323327787,0
0.1,32,10,5060,greedy,1137,10,10,10,0,100.0,322.4626855033754,255.042567871548,609.4804927006362,3224.6268550337536,0
0.1,32,10,5060,global_min_cost,1137,10,10,10,0,100.0,321.56644267336793,275.54158831191,584.5673556434152,3215.6644267336796,0
0.1,8,11,5061,greedy,1166,10,10,8,2,80.0,1210.8239749652696,937.5865561107394,2251.3050772695665,9686.591799722155,6
0.1,8,11,5061,global_min_cost,1166,10,10,8,2,80.0,1042.0763495239182,943.9936417543101,2071.8348785199437,8336.610796191348,3
0.1,10,11,5061,greedy,1166,10,10,9,1,90.0,704.2159730183275,289.83506483488077,1613.7390606986532,6337.943757164947,2
0.1,10,11,5061,global_min_cost,1166,10,10,9,1,90.0,631.5759068368418,492.5775674212068,1357.0354001434282,5684.183161531576,2
0.1,12,11,5061,greedy,1166,10,10,9,1,90.0,534.3876476069393,289.83506483488077,1094.298693492851,4809.488828462453,2
0.1,12,11,5061,global_min_cost,1166,10,10,9,1,90.0,497.9790670194157,448.8140977696203,1105.3319835444997,4481.811603174741,2
0.1,14,11,5061,greedy,1166,10,10,9,1,90.0,268.5216651426302,227.9335136609501,489.3723366849654,2416.694986283672,2
0.1,14,11,5061,global_min_cost,1166,10,10,9,1,90.0,268.5216651426302,227.9335136609501,489.3723366849654,2416.6949862836723,2
0.1,16,11,5061,greedy,1166,10,10,9,1,90.0,213.50683925158918,227.9335136609501,356.15879811277136,1921.5615532643026,2
0.1,16,11,5061,global_min_cost,1166,10,10,9,1,90.0,203.7472808445713,227.9335136609501,306.4370703653946,1833.7255276011417,2
0.1,20,11,5061,greedy,1166,10,10,9,1,90.0,201.29416369552112,227.9335136609501,314.9199038180133,1811.64747325969,2
0.1,20,11,5061,global_min_cost,1166,10,10,9,1,90.0,193.60378369189266,227.9335136609501,288.17877549057306,1742.4340532270342,2
0.1,24,11,5061,greedy,1166,10,10,9,1,90.0,171.74531482938426,159.68304735458148,288.17877549057306,1545.7078334644584,2
0.1,24,11,5061,global_min_cost,1166,10,10,9,1,90.0,171.74531482938426,159.68304735458148,288.17877549057306,1545.7078334644582,2
0.1,32,11,5061,greedy,1166,10,10,9,1,90.0,171.74531482938426,159.68304735458148,288.17877549057306,1545.7078334644584,2
0.1,32,11,5061,global_min_cost,1166,10,10,9,1,90.0,171.74531482938426,159.68304735458148,288.17877549057306,1545.7078334644582,2
0.1,8,12,5062,greedy,1185,10,10,8,2,80.0,1831.1353654810073,466.4731977124367,4395.316331454085,14649.082923848058,5
0.1,8,12,5062,global_min_cost,1185,10,10,8,2,80.0,1602.380815916916,542.9145997245081,4105.410668925285,12819.046527335326,7
0.1,10,12,5062,greedy,1185,10,10,10,0,100.0,1502.5573378862964,394.36822056477075,4283.26515488018,15025.573378862962,0
0.1,10,12,5062,global_min_cost,1185,10,10,10,0,100.0,1391.25270062296,542.9145997245081,4084.439852788204,13912.527006229599,0
0.1,12,12,5062,greedy,1185,10,10,10,0,100.0,1263.4456642741866,394.36822056477075,3146.2463131950453,12634.456642741865,0
0.1,12,12,5062,global_min_cost,1185,10,10,10,0,100.0,1173.5003650783103,434.5463976768454,4028.722954682725,11735.003650783103,0
0.1,14,12,5062,greedy,1185,10,10,10,0,100.0,1263.4456642741866,394.36822056477075,3146.2463131950453,12634.456642741865,0
0.1,14,12,5062,global_min_cost,1185,10,10,10,0,100.0,1173.5003650783103,434.5463976768454,3079.797947282318,11735.003650783103,0
0.1,16,12,5062,greedy,1185,10,10,10,0,100.0,861.8248025056483,327.3861838519922,1533.8503142049126,8618.248025056484,0
0.1,16,12,5062,global_min_cost,1185,10,10,10,0,100.0,771.8795033097724,395.80914115148437,1443.6773879246655,7718.795033097725,0
0.1,20,12,5062,greedy,1185,10,10,10,0,100.0,314.0375704719347,274.90617001089964,703.0075805492505,3140.3757047193467,0
0.1,20,12,5062,global_min_cost,1185,10,10,10,0,100.0,299.1476419280161,352.236904565402,505.81238971383084,2991.4764192801613,0
0.1,24,12,5062,greedy,1185,10,10,10,0,100.0,281.0903665763998,267.4753255963338,481.357916598152,2810.9036657639977,0
0.1,24,12,5062,global_min_cost,1185,10,10,10,0,100.0,276.6055840340716,353.24638752982605,452.1696179898816,2766.0558403407163,0
0.1,32,12,5062,greedy,1185,10,10,10,0,100.0,221.92402208268325,189.22757868142818,448.8841707510704,2219.2402208268322,0
0.1,32,12,5062,global_min_cost,1185,10,10,10,0,100.0,221.92402208268325,189.22757868142818,448.8841707510704,2219.2402208268322,0
